                      1. open   2. high    3. low  4. close  5. volume
date                                                                  
2018-12-14 09:31:00  108.2500  108.3800  108.1100  108.1800   520695.0
2018-12-14 09:32:00  108.1700  108.2400  108.0300  108.1500    94769.0
2018-12-14 09:33:00  108.1100  108.3800  108.1100  108.2000    87727.0
2018-12-14 09:34:00  108.1800  108.1800  107.9700  108.1200   114479.0
2018-12-14 09:35:00  108.1500  108.1800  108.0000  108.0400    73360.0
2018-12-14 09:36:00  107.9600  108.0600  107.9100  107.9300   124202.0
2018-12-14 09:37:00  107.9250  107.9700  107.7700  107.8900   192741.0
2018-12-14 09:38:00  107.8850  107.8850  107.7000  107.7700   162497.0
2018-12-14 09:39:00  107.7800  107.9300  107.7300  107.8200   180069.0
2018-12-14 09:40:00  107.8300  107.8800  107.7500  107.8400   112178.0
2018-12-14 09:41:00  107.8100  107.9100  107.7200  107.9100   136314.0
2018-12-14 09:42:00  107.9400  108.0800  107.8700  107.9200   130790.0
2018-12-14 09:43:00  107.9300  108.1400  107.9200  108.0600   121227.0
2018-12-14 09:44:00  108.0800  108.0800  107.9000  107.9000    89125.0
2018-12-14 09:45:00  107.9000  108.0300  107.8700  107.9600    92080.0
2018-12-14 09:46:00  107.9600  108.0500  107.9300  107.9500   152732.0
2018-12-14 09:47:00  107.9400  108.1900  107.9400  108.1900   150565.0
2018-12-14 09:48:00  108.2000  108.3400  108.1500  108.3000   158871.0
2018-12-14 09:49:00  108.2900  108.3949  108.2500  108.3299   132614.0
2018-12-14 09:50:00  108.3150  108.3300  108.2200  108.3300    90225.0
2018-12-14 09:51:00  108.3300  108.3700  108.2300  108.2300   140600.0
2018-12-14 09:52:00  108.2100  108.3100  108.2000  108.2450   117733.0
2018-12-14 09:53:00  108.2100  108.2750  108.2100  108.2300    94840.0
2018-12-14 09:54:00  108.2300  108.3100  108.2100  108.2350   129317.0
2018-12-14 09:55:00  108.2400  108.4600  108.1500  108.4600    96758.0
2018-12-14 09:56:00  108.4500  108.5499  108.4200  108.5499   106034.0
2018-12-14 09:57:00  108.5100  108.5200  108.2700  108.3700   104817.0
2018-12-14 09:58:00  108.4100  108.5000  108.2600  108.5000   106928.0
2018-12-14 09:59:00  108.4800  108.6200  108.4200  108.6200    81369.0
2018-12-14 10:00:00  108.6000  108.6700  108.5000  108.5000   107447.0
...                       ...       ...       ...       ...        ...
2018-12-20 13:42:00  100.8900  100.9300  100.3900  100.5525   167364.0
2018-12-20 13:43:00  100.5600  100.5700  100.4000  100.5700    82104.0
2018-12-20 13:44:00  100.6000  100.7100  100.5900  100.6700    51727.0
2018-12-20 13:45:00  100.7151  101.0100  100.7151  100.9500    90547.0
2018-12-20 13:46:00  100.9600  100.9600  100.8200  100.8600    46521.0
2018-12-20 13:47:00  100.8500  100.8500  100.7400  100.7800    57930.0
2018-12-20 13:48:00  100.7600  101.0700  100.7600  101.0700    75652.0
2018-12-20 13:49:00  101.0700  101.1200  100.9500  100.9900    90551.0
2018-12-20 13:50:00  100.9887  101.0400  100.9401  100.9650    58855.0
2018-12-20 13:51:00  100.9600  100.9700  100.8350  100.8350    53842.0
2018-12-20 13:52:00  100.8400  100.8400  100.6400  100.8000   106875.0
2018-12-20 13:53:00  100.8200  100.9000  100.7800  100.8800    95123.0
2018-12-20 13:54:00  100.8751  100.9000  100.7800  100.7836    65352.0
2018-12-20 13:55:00  100.7900  100.7900  100.6200  100.6200    83938.0
2018-12-20 13:56:00  100.6200  100.6500  100.5300  100.5800    66969.0
2018-12-20 13:57:00  100.5900  100.8300  100.5900  100.8100        0.0
2018-12-20 13:58:00  100.8000  100.8000  100.5900  100.5900    79394.0
2018-12-20 13:59:00  100.5300  100.5300  100.5300  100.5300   130091.0
2018-12-20 14:00:00  100.5300  100.6209  100.4800  100.5300    64796.0
2018-12-20 14:01:00  100.5300  100.6600  100.4500  100.4747   113733.0
2018-12-20 14:02:00  100.4800  100.5800  100.4400  100.5400    68190.0
2018-12-20 14:03:00  100.5200  100.5200  100.1000  100.3300   284767.0
2018-12-20 14:04:00  100.0900  100.0900  100.0900  100.0900   296989.0
2018-12-20 14:05:00  100.1000  100.2399  100.0450  100.1800   143008.0
2018-12-20 14:06:00  100.1800  100.4000  100.1400  100.3700   183013.0
2018-12-20 14:07:00  100.3800  100.4100  100.2600  100.2601   120351.0
2018-12-20 14:08:00  100.2600  100.2600  100.0500  100.1625   148492.0
2018-12-20 14:09:00  100.1500  100.2300  100.1000  100.2200   103604.0
2018-12-20 14:10:00  100.2200  100.3000  100.1600  100.2310   123556.0
2018-12-20 14:11:00  100.2335  100.2336   99.8500   99.8500   141348.0

[1841 rows x 5 columns]
