YI,"111, Inc.",$595.27M,2018,Health Care,Medical/Nursing Services
PIH,"1347 Property Insurance Holdings, Inc.",$32.11M,2014,Finance,Property-Casualty Insurers
PIHPP,"1347 Property Insurance Holdings, Inc.",$17.18M,n/a,Finance,Property-Casualty Insurers
TURN,180 Degree Capital Corp.,$59.13M,n/a,Finance,Finance/Investors Services
FLWS,"1-800 FLOWERS.COM, Inc.",$1.2B,1999,Consumer Services,Other Specialty Stores
BCOW,"1895 Bancorp of Wisconsin, Inc.",$47.5M,2019,Finance,Banks
FCCY,1st Constitution Bancorp (NJ),$156.98M,n/a,Finance,Savings Institutions
SRCE,1st Source Corporation,$1.21B,n/a,Finance,Major Banks
VNET,"21Vianet Group, Inc.",$809.23M,2011,Technology,"Computer Software: Programming, Data Processing"
TWOU,"2U, Inc.",$3.83B,2014,Technology,Computer Software: Prepackaged Software
QFIN,"360 Finance, Inc.",$2.45B,2018,Finance,Finance: Consumer Services
TPNL,"3PEA International, Inc.",$361.24M,n/a,Miscellaneous,Business Services
JOBS,"51job, Inc.",$5.58B,2004,Technology,Diversified Commercial Services
JFKKU,8i Enterprises Acquisition Corp,$50.3M,2019,Finance,Business Services
EGHT,8x8 Inc,$2.09B,n/a,Technology,EDP Services
AAON,"AAON, Inc.",$2.41B,n/a,Capital Goods,Industrial Machinery/Components
ABEO,Abeona Therapeutics Inc.,$368.73M,n/a,Health Care,Major Pharmaceuticals
ABEOW,Abeona Therapeutics Inc.,n/a,n/a,Health Care,Major Pharmaceuticals
ABIL,Ability Inc.,$6.19M,2014,Capital Goods,Telecommunications Equipment
ABMD,"ABIOMED, Inc.",$12.18B,n/a,Health Care,Medical/Dental Instruments
AXAS,Abraxas Petroleum Corporation,$242.35M,n/a,Energy,Oil & Gas Production
ACIU,AC Immune SA,$335.11M,2016,Health Care,Major Pharmaceuticals
ACIA,"Acacia Communications, Inc.",$2.47B,2016,Technology,Semiconductors
ACTG,Acacia Research Corporation,$154.9M,n/a,Miscellaneous,Multi-Sector Companies
ACHC,"Acadia Healthcare Company, Inc.",$2.6B,n/a,Health Care,Medical Specialities
ACAD,ACADIA Pharmaceuticals Inc.,$3.69B,1985,Health Care,Major Pharmaceuticals
ACAMU,Acamar Partners Acquisition Corp.,n/a,2019,Finance,Business Services
ACST,"Acasti Pharma, Inc.",$74.77M,n/a,Health Care,Major Pharmaceuticals
AXDX,"Accelerate Diagnostics, Inc.",$1.05B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
XLRN,Acceleron Pharma Inc.,$2.24B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARAY,Accuray Incorporated,$386.67M,2007,Health Care,Medical/Dental Instruments
ACRX,"AcelRx Pharmaceuticals, Inc.",$266.99M,2011,Health Care,Major Pharmaceuticals
ACER,Acer Therapeutics Inc.,$270.95M,n/a,Health Care,Major Pharmaceuticals
AKAO,"Achaogen, Inc.",$31.62M,2014,Health Care,Major Pharmaceuticals
ACHV,"Achieve Life Sciences, Inc. ",$23.59M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACHN,"Achillion Pharmaceuticals, Inc.",$446.66M,2006,Health Care,Major Pharmaceuticals
ACIW,"ACI Worldwide, Inc.",$3.95B,n/a,Technology,Computer Software: Prepackaged Software
ACRS,"Aclaris Therapeutics, Inc.",$248.86M,2015,Health Care,Major Pharmaceuticals
ACMR,"ACM Research, Inc.",$250.13M,2017,Technology,Industrial Machinery/Components
ACNB,ACNB Corporation,$270.71M,n/a,Finance,Major Banks
ACOR,"Acorda Therapeutics, Inc.",$583.51M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATVI,"Activision Blizzard, Inc",$36.11B,n/a,Technology,Computer Software: Prepackaged Software
ADMS,"Adamas Pharmaceuticals, Inc.",$176.77M,2014,Health Care,Major Pharmaceuticals
ADMP,Adamis Pharmaceuticals Corporation,$94.58M,n/a,Health Care,Major Pharmaceuticals
ADAP,Adaptimmune Therapeutics plc,$451.31M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADUS,Addus HomeCare Corporation,$849.69M,2009,Health Care,Medical/Nursing Services
AEY,"ADDvantage Technologies Group, Inc.",$14.09M,n/a,Consumer Services,Office Equipment/Supplies/Services
IOTS,Adesto Technologies Corporation,$186.17M,2015,Technology,Semiconductors
ADIL,"Adial Pharmaceuticals, Inc",$29.72M,2018,Health Care,Major Pharmaceuticals
ADILW,"Adial Pharmaceuticals, Inc",n/a,2018,Health Care,Major Pharmaceuticals
ADMA,ADMA Biologics Inc,$228.52M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Inc.,$132.65B,1986,Technology,Computer Software: Prepackaged Software
ADOM,"ADOMANI, Inc.",$25.05M,2017,Capital Goods,Auto Parts:O.E.M.
ADTN,"ADTRAN, Inc.",$687.51M,1994,Public Utilities,Telecommunications Equipment
ADRO,"Aduro Biotech, Inc.",$293.06M,2015,Health Care,Major Pharmaceuticals
ADES,"Advanced Emissions Solutions, Inc.",$236.42M,n/a,Basic Industries,Major Chemicals
AEIS,"Advanced Energy Industries, Inc.",$2.09B,1995,Capital Goods,Industrial Machinery/Components
AMD,"Advanced Micro Devices, Inc.",$30.12B,n/a,Technology,Semiconductors
ADXS,"Advaxis, Inc.",$28.42M,n/a,Health Care,Major Pharmaceuticals
ADVM,"Adverum Biotechnologies, Inc.",$322.33M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,$3.33M,n/a,n/a,n/a
DWSH,AdvisorShares Dorsey Wright Short ETF,$13.99M,n/a,n/a,n/a
BKCH,AdvisorShares Sabretooth ETF,$3.34M,n/a,n/a,n/a
ACT,AdvisorShares Vice ETF,$13.81M,n/a,n/a,n/a
AEGN,Aegion Corp,$615.71M,n/a,Basic Industries,Water Supply
AGLE,"Aeglea BioTherapeutics, Inc.",$208.94M,2016,Health Care,Major Pharmaceuticals
AEHR,Aehr Test Systems,$38.45M,1997,Capital Goods,Electrical Products
AMTX,"Aemetis, Inc",$17.52M,n/a,Basic Industries,Major Chemicals
AERI,"Aerie Pharmaceuticals, Inc.",$1.92B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVAV,"AeroVironment, Inc.",$1.62B,2007,Capital Goods,Aerospace
ARPO,"Aerpio Pharmaceuticals, Inc.",$42.21M,n/a,Health Care,Major Pharmaceuticals
AEZS,AEterna Zentaris Inc.,$75.05M,n/a,Health Care,Major Pharmaceuticals
AEMD,"Aethlon Medical, Inc.",$15.51M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
GNMX,"Aevi Genomic Medicine, Inc.",$13.52M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AFMD,Affimed N.V.,$246.6M,2014,Health Care,Major Pharmaceuticals
AGEN,Agenus Inc.,$348.93M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGRX,"Agile Therapeutics, Inc.",$63.53M,2014,Health Care,Major Pharmaceuticals
AGYS,"Agilysys, Inc.",$475.41M,n/a,Technology,EDP Services
AGIO,"Agios Pharmaceuticals, Inc.",$3.58B,2013,Health Care,Major Pharmaceuticals
AGMH,AGM Group Holdings Inc.,$680.26M,2018,Technology,EDP Services
AGNC,AGNC Investment Corp.,$9.76B,2008,Consumer Services,Real Estate Investment Trusts
AGNCB,AGNC Investment Corp.,$8.8B,n/a,Consumer Services,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp.,n/a,n/a,Consumer Services,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp.,"$333,970 ",n/a,Consumer Services,Real Estate Investment Trusts
AGFS,"AgroFresh Solutions, Inc.",$168.01M,2014,Finance,Business Services
AGFSW,"AgroFresh Solutions, Inc.",n/a,2014,Finance,Business Services
ALRN,"Aileron Therapeutics, Inc.",$44.88M,2017,Health Care,Major Pharmaceuticals
AIMT,"Aimmune Therapeutics, Inc.",$1.35B,2015,Health Care,Major Pharmaceuticals
AIRT,"Air T, Inc.",$56.07M,n/a,Transportation,Air Freight/Delivery Services
ATSG,"Air Transport Services Group, Inc",$1.39B,n/a,Transportation,Air Freight/Delivery Services
AIRG,"Airgain, Inc.",$160.37M,2016,Technology,Radio And Television Broadcasting And Communications Equipment
AMCN,AirMedia Group Inc.,$131.91M,2007,Technology,Advertising
AKAM,"Akamai Technologies, Inc.",$12.63B,1999,Miscellaneous,Business Services
AKTX,Akari Therapeutics Plc,$51.37M,n/a,Health Care,Major Pharmaceuticals
AKCA,"Akcea Therapeutics, Inc.",$2.63B,2017,Health Care,Major Pharmaceuticals
AKBA,"Akebia Therapeutics, Inc.",$844.45M,2014,Health Care,Major Pharmaceuticals
AKER,Akers Biosciences Inc.,$10.75M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AKRX,"Akorn, Inc.",$380.5M,n/a,Health Care,Major Pharmaceuticals
AKTS,"Akoustis Technologies, Inc.",$203.41M,n/a,Public Utilities,Telecommunications Equipment
ALRM,"Alarm.com Holdings, Inc.",$3.29B,2015,Technology,Computer Software: Prepackaged Software
ALSK,"Alaska Communications Systems Group, Inc.",$92.69M,1999,Public Utilities,Telecommunications Equipment
ALAC,Alberton Acquisition Corporation,$146.9M,2018,Finance,Business Services
ALACR,Alberton Acquisition Corporation,n/a,2018,Finance,Business Services
ALACU,Alberton Acquisition Corporation,n/a,2018,Finance,Business Services
ALACW,Alberton Acquisition Corporation,n/a,2018,Finance,Business Services
ALBO,"Albireo Pharma, Inc.",$415.98M,n/a,Health Care,Major Pharmaceuticals
ABDC,Alcentra Capital Corp.,$101.33M,n/a,n/a,n/a
ALDR,"Alder BioPharmaceuticals, Inc.",$1.1B,2014,Health Care,Major Pharmaceuticals
ALDX,"Aldeyra Therapeutics, Inc.",$224.09M,2014,Health Care,Major Pharmaceuticals
ALEC,"Alector, Inc.",$1.82B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALXN,"Alexion Pharmaceuticals, Inc.",$30.55B,1996,Health Care,Major Pharmaceuticals
ALCO,"Alico, Inc.",$210.9M,n/a,Consumer Non-Durables,Farming/Seeds/Milling
ALIT,Alight Inc.,n/a,n/a,n/a,n/a
ALGN,"Align Technology, Inc.",$23.44B,2001,Health Care,Industrial Specialties
ALIM,"Alimera Sciences, Inc.",$72.39M,2010,Health Care,Major Pharmaceuticals
ALYA,Alithya Group inc.,$156.35M,n/a,Technology,"Computer Software: Programming, Data Processing"
ALJJ,"ALJ Regional Holdings, Inc.",$60.84M,n/a,Miscellaneous,Business Services
ALKS,Alkermes plc,$5.37B,1991,Health Care,Major Pharmaceuticals
ALLK,Allakos Inc.,$1.59B,2018,Health Care,Major Pharmaceuticals
ABTX,"Allegiance Bancshares, Inc.",$798.61M,2015,Finance,Major Banks
ALGT,Allegiant Travel Company,$2.18B,2006,Transportation,Air Freight/Delivery Services
ALGR,Allegro Merger Corp.,$189.27M,2018,Finance,Business Services
ALGRR,Allegro Merger Corp.,n/a,2018,Finance,Business Services
ALGRU,Allegro Merger Corp.,n/a,2018,Finance,Business Services
ALGRW,Allegro Merger Corp.,n/a,2018,Finance,Business Services
ALNA,"Allena Pharmaceuticals, Inc.",$127.8M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARLP,"Alliance Resource Partners, L.P.",$2.39B,1999,Energy,Coal Mining
LNT,Alliant Energy Corporation,$11.11B,n/a,Public Utilities,Power Generation
AHPI,"Allied Healthcare Products, Inc.",$7.26M,1992,Health Care,Industrial Specialties
AMOT,"Allied Motion Technologies, Inc.",$349.55M,n/a,Capital Goods,Electrical Products
ALQA,"Alliqua BioMedical, Inc.",$14.77M,n/a,Health Care,Medical/Dental Instruments
ALLO,"Allogene Therapeutics, Inc.",$3.2B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd.,$270.93M,2006,Technology,Computer Communications Equipment
MDRX,"Allscripts Healthcare Solutions, Inc.",$1.64B,n/a,Technology,EDP Services
ALNY,"Alnylam Pharmaceuticals, Inc.",$9.55B,2004,Health Care,Major Pharmaceuticals
AOSL,Alpha and Omega Semiconductor Limited,$292.07M,2010,Technology,Semiconductors
GOOG,Alphabet Inc.,$846.65B,2004,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,$850.03B,n/a,Technology,"Computer Software: Programming, Data Processing"
SMCP,AlphaMark Actively Managed Small Cap ETF,$24.03M,n/a,n/a,n/a
ATEC,"Alphatec Holdings, Inc.",$124.15M,2006,Health Care,Medical/Dental Instruments
ALPN,"Alpine Immune Sciences, Inc.",$138.28M,2015,Health Care,Major Pharmaceuticals
AMR,"Alta Mesa Resources, Inc.",$95.26M,2017,Energy,Oil & Gas Production
AMRWW,"Alta Mesa Resources, Inc.",n/a,2017,Energy,Oil & Gas Production
AABA,Altaba Inc.,$43.51B,n/a,Technology,EDP Services
ALTR,Altair Engineering Inc.,$2.59B,2017,Technology,Computer Software: Prepackaged Software
ATHE,Alterity Therapeutics Limited,$16.12M,n/a,n/a,n/a
ALT,"Altimmune, Inc.",$42.77M,n/a,Health Care,Major Pharmaceuticals
ASPS,Altisource Portfolio Solutions S.A.,$406.08M,n/a,Consumer Services,Other Consumer Services
AIMC,Altra Industrial Motion Corp.,$2.11B,2006,Capital Goods,Industrial Machinery/Components
ALTM,Altus Midstream Company,$1.9B,2017,Public Utilities,Natural Gas Distribution
AMAG,"AMAG Pharmaceuticals, Inc.",$433.91M,n/a,Health Care,Major Pharmaceuticals
AMAL,Amalgamated Bank,$508.35M,2018,Consumer Non-Durables,Textiles
AMRN,Amarin Corporation plc,$6.25B,n/a,Health Care,Major Pharmaceuticals
AMRK,"A-Mark Precious Metals, Inc.",$78.47M,n/a,Basic Industries,Other Specialty Stores
AMZN,"Amazon.com, Inc.",$905.32B,1997,Consumer Services,Catalog/Specialty Distribution
AMBC,"Ambac Financial Group, Inc.",$832.93M,n/a,Finance,Property-Casualty Insurers
AMBCW,"Ambac Financial Group, Inc.",n/a,n/a,Finance,Property-Casualty Insurers
AMBA,"Ambarella, Inc.",$1.56B,2012,Technology,Semiconductors
AMCX,AMC Networks Inc.,$3.38B,n/a,Consumer Services,Television Services
AMCI,AMCI Acquisition Corp.,$272.89M,2018,Finance,Business Services
AMCIU,AMCI Acquisition Corp.,n/a,2018,Finance,Business Services
AMCIW,AMCI Acquisition Corp.,n/a,2018,Finance,Business Services
DOX,Amdocs Limited,$7.56B,n/a,Technology,EDP Services
AMED,Amedisys Inc,$4.04B,n/a,Health Care,Medical/Nursing Services
UHAL,Amerco,$7.4B,n/a,Consumer Services,Rental/Leasing Companies
AMRH,"Ameri Holdings, Inc.",$16.3M,n/a,Technology,Semiconductors
AMRHW,"Ameri Holdings, Inc.",n/a,n/a,Technology,Semiconductors
ATAX,"America First Multifamily Investors, L.P.",$412.7M,n/a,Finance,Finance: Consumer Services
AMOV,"America Movil, S.A.B. de C.V.",$50.64B,n/a,Public Utilities,Telecommunications Equipment
AAL,"American Airlines Group, Inc.",$15.58B,n/a,Transportation,Air Freight/Delivery Services
AETI,"American Electric Technologies, Inc.",$8.19M,n/a,Energy,Industrial Machinery/Components
AFIN,"American Finance Trust, Inc.",$1.08B,n/a,Consumer Services,Real Estate Investment Trusts
AFINP,"American Finance Trust, Inc.",$30.71M,n/a,Consumer Services,Real Estate Investment Trusts
AMNB,"American National Bankshares, Inc.",$388.05M,n/a,Finance,Major Banks
ANAT,American National Insurance Company,$3.26B,n/a,Finance,Life Insurance
AOBC,American Outdoor Brands Corporation,$527.58M,n/a,Capital Goods,Ordnance And Accessories
APEI,"American Public Education, Inc.",$538.55M,2007,Consumer Services,Other Consumer Services
AREC,American Resources Corporation,$92.05M,n/a,Consumer Services,Other Consumer Services
AMRB,American River Bankshares,$74.07M,n/a,Finance,Major Banks
AMSWA,"American Software, Inc.",$398.09M,n/a,Technology,Computer Software: Prepackaged Software
AMSC,American Superconductor Corporation,$272.65M,1991,Consumer Durables,Metal Fabrications
AMWD,American Woodmark Corporation,$1.49B,1986,Basic Industries,Forest Products
CRMT,"America&#39;s Car-Mart, Inc.",$639.4M,n/a,Consumer Durables,Automotive Aftermarket
ABCB,Ameris Bancorp,$1.71B,1994,Finance,Major Banks
AMSF,"AMERISAFE, Inc.",$1.13B,2005,Finance,Property-Casualty Insurers
ASRV,AmeriServ Financial Inc.,$71.01M,n/a,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,"$619,500 ",n/a,Finance,Major Banks
ATLO,Ames National Corporation,$247.43M,n/a,Finance,Major Banks
AMGN,Amgen Inc.,$117.91B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOLD,"Amicus Therapeutics, Inc.",$3.11B,2007,Health Care,Major Pharmaceuticals
AMKR,"Amkor Technology, Inc.",$2.18B,1998,Technology,Semiconductors
AMPH,"Amphastar Pharmaceuticals, Inc.",$969.46M,2014,Health Care,Major Pharmaceuticals
IBUY,Amplify Online Retail ETF,$281.14M,n/a,n/a,n/a
ASYS,"Amtech Systems, Inc.",$96.46M,n/a,Technology,Industrial Machinery/Components
AMRS,"Amyris, Inc.",$211.11M,2010,Basic Industries,Major Chemicals
ADI,"Analog Devices, Inc.",$42.07B,n/a,Technology,Semiconductors
ANAB,"AnaptysBio, Inc.",$2.13B,2017,Health Care,Major Pharmaceuticals
AVXL,Anavex Life Sciences Corp.,$139.59M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ANCN,Anchiano Therapeutics Ltd.,$46.75M,2019,Health Care,Major Pharmaceuticals
ANDA,Andina Acquisition Corp. III,$135.75M,2019,Finance,Business Services
ANDAR,Andina Acquisition Corp. III,n/a,2019,Finance,Business Services
ANDAU,Andina Acquisition Corp. III,n/a,2019,Finance,Business Services
ANDAW,Andina Acquisition Corp. III,n/a,2019,Finance,Business Services
ANGI,ANGI Homeservices Inc.,$7.94B,n/a,Consumer Services,Advertising
ANGO,"AngioDynamics, Inc.",$844.06M,2004,Health Care,Medical/Dental Instruments
ANIP,"ANI Pharmaceuticals, Inc.",$823.78M,n/a,Health Care,Major Pharmaceuticals
ANIK,Anika Therapeutics Inc.,$455.34M,n/a,Health Care,Medical/Dental Instruments
ANIX,"Anixa Biosciences, Inc.",$86.95M,n/a,Health Care,Medical Specialities
ANSS,"ANSYS, Inc.",$15.9B,1996,Technology,Computer Software: Prepackaged Software
ATRS,"Antares Pharma, Inc.",$455.91M,n/a,Health Care,Medical/Dental Instruments
APLS,"Apellis Pharmaceuticals, Inc.",$1.09B,2017,Health Care,Major Pharmaceuticals
APOG,"Apogee Enterprises, Inc.",$1.01B,n/a,Capital Goods,Auto Parts:O.E.M.
APEN,"Apollo Endosurgery, Inc.",$72.97M,n/a,Health Care,Medical/Dental Instruments
AINV,Apollo Investment Corporation,$1.06B,2004,n/a,n/a
AMEH,"Apollo Medical Holdings, Inc.",$673.02M,n/a,Consumer Services,Professional Services
APPF,"AppFolio, Inc.",$2.84B,2015,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,$2.09B,2017,Technology,Computer Software: Prepackaged Software
AAPL,Apple Inc.,$937.73B,1980,Technology,Computer Manufacturing
ARCI,"Appliance Recycling Centers of America, Inc.",$5.08M,n/a,Consumer Services,Home Furnishings
APDN,Applied DNA Sciences Inc,$23.96M,n/a,Consumer Services,Other Consumer Services
APDNW,Applied DNA Sciences Inc,n/a,n/a,Consumer Services,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,$84.47M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAT,"Applied Materials, Inc.",$40.81B,1972,Technology,Semiconductors
AAOI,"Applied Optoelectronics, Inc.",$260.26M,2013,Technology,Semiconductors
AREX,Approach Resources Inc.,$38.34M,2007,Energy,Oil & Gas Production
APVO,Aptevo Therapeutics Inc.,$35.64M,n/a,Health Care,Major Pharmaceuticals
APTX,Aptinyx Inc.,$130.56M,2018,Health Care,Major Pharmaceuticals
APM,Aptorum Group Limited,$402.96M,2018,Health Care,Major Pharmaceuticals
APTO,"Aptose Biosciences, Inc.",$76.07M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APYX,Apyx Medical Corporation,$130.02M,n/a,Health Care,Medical/Dental Instruments
AQMS,"Aqua Metals, Inc.",$134.41M,2015,Basic Industries,Metal Fabrications
AQB,"AquaBounty Technologies, Inc.",$42.63M,n/a,n/a,n/a
AQST,"Aquestive Therapeutics, Inc.",$153.85M,2018,Health Care,Major Pharmaceuticals
AQXP,"Aquinox Pharmaceuticals, Inc.",$60.49M,2014,Health Care,Major Pharmaceuticals
PETX,"Aratana Therapeutics, Inc.",$190.02M,2013,Health Care,Major Pharmaceuticals
ARAV,"Aravive, Inc.",$75.33M,2014,Health Care,Major Pharmaceuticals
ABUS,Arbutus Biopharma Corporation,$213.67M,n/a,Health Care,Major Pharmaceuticals
ARCW,"ARC Group Worldwide, Inc.",$20.08M,n/a,Capital Goods,Metal Fabrications
ABIO,"ARCA biopharma, Inc.",$6.56M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA,"Arcadia Biosciences, Inc.",$30.05M,2015,Basic Industries,Agricultural Chemicals
ARCB,ArcBest Corporation,$860.39M,n/a,Transportation,Trucking Freight/Courier Services
ACGL,Arch Capital Group Ltd.,$13.27B,n/a,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd.,n/a,n/a,Finance,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd.,n/a,n/a,Finance,Property-Casualty Insurers
FUV,"Arcimoto, Inc.",$71.73M,2017,Consumer Non-Durables,Motor Vehicles
ARCE,Arco Platform Limited,$1.64B,2018,Consumer Services,Other Consumer Services
ARCT,Arcturus Therapeutics Ltd.,$83.82M,2013,Health Care,Major Pharmaceuticals
ARDX,"Ardelyx, Inc.",$233.5M,2014,Health Care,Major Pharmaceuticals
ARNA,"Arena Pharmaceuticals, Inc.",$2.35B,2000,Health Care,Major Pharmaceuticals
ARCC,Ares Capital Corporation,$7.4B,2004,n/a,n/a
ARGX,argenx SE,$4.83B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARDS,Aridis Pharmaceuticals Inc.,$82.13M,2018,Health Care,Major Pharmaceuticals
ARKR,Ark Restaurants Corp.,$69.18M,n/a,Consumer Services,Restaurants
ARTX,Arotech Corporation,$82.74M,1994,Miscellaneous,Industrial Machinery/Components
ARQL,"ArQule, Inc.",$606.57M,1996,Health Care,Major Pharmaceuticals
ARRY,Array BioPharma Inc.,$5.15B,2000,Health Care,Major Pharmaceuticals
DWCR,Arrow DWA Country Rotation ETF,$16.28M,n/a,n/a,n/a
DWAT,Arrow DWA Tactical ETF,$5.5M,n/a,n/a,n/a
AROW,Arrow Financial Corporation,$493.81M,n/a,Finance,Major Banks
ARWR,"Arrowhead Pharmaceuticals, Inc.",$1.73B,n/a,Health Care,Major Pharmaceuticals
ARTNA,Artesian Resources Corporation,$334.09M,n/a,Public Utilities,Water Supply
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",$8.68M,n/a,Capital Goods,Industrial Machinery/Components
ARVN,"Arvinas, Inc.",$678.9M,2018,Health Care,Major Pharmaceuticals
ARYA,ARYA Sciences Acquisition Corp.,$177.17M,2018,Finance,Business Services
ARYAU,ARYA Sciences Acquisition Corp.,n/a,2018,Finance,Business Services
ARYAW,ARYA Sciences Acquisition Corp.,n/a,2018,Finance,Business Services
ASNA,"Ascena Retail Group, Inc.",$235.11M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,$5.47B,2015,Health Care,Major Pharmaceuticals
ASCMA,"Ascent Capital Group, Inc.",$8.73M,n/a,Consumer Services,Other Consumer Services
APWC,Asia Pacific Wire & Cable Corporation Limited,$31.65M,n/a,Basic Industries,Telecommunications Equipment
ASLN,ASLAN Pharmaceuticals Limited,$137.81M,2018,Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V.,$85.41B,1995,Technology,Industrial Machinery/Components
ASPU,Aspen Group Inc.,$89.67M,n/a,Consumer Services,Other Consumer Services
AZPN,"Aspen Technology, Inc.",$7.64B,1994,Technology,EDP Services
ASMB,"Assembly Biosciences, Inc.",$480.08M,n/a,Health Care,Major Pharmaceuticals
ASRT,"Assertio Therapeutics, Inc.",$313.03M,n/a,Health Care,Major Pharmaceuticals
ASFI,"Asta Funding, Inc.",$30.82M,1995,Finance,Finance Companies
ASTE,"Astec Industries, Inc.",$923.91M,1986,Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Astronics Corporation,$1.07B,n/a,Capital Goods,Military/Government/Technical
ALOT,"AstroNova, Inc.",$175.07M,1983,Technology,Computer peripheral equipment
ASTC,Astrotech Corporation,$20.11M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASUR,Asure Software Inc,$99.36M,n/a,Technology,EDP Services
ASV,"ASV Holdings, Inc.",$24.45M,2017,Capital Goods,Construction/Ag Equipment/Trucks
ATAI,ATA Inc.,$60.53M,2008,Consumer Services,Other Consumer Services
ATRA,"Atara Biotherapeutics, Inc.",$1.66B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATNX,"Athenex, Inc.",$796.24M,2017,Health Care,Major Pharmaceuticals
ATHX,"Athersys, Inc.",$211.45M,n/a,Health Care,Major Pharmaceuticals
AAME,Atlantic American Corporation,$46.73M,n/a,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",$456.72M,n/a,Finance,Major Banks
AY,Atlantica Yield plc,$2.02B,2014,Public Utilities,Electric Utilities: Central
ATLC,Atlanticus Holdings Corporation,$55.05M,1995,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,$1.33B,n/a,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",$18.98M,2013,Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",n/a,n/a,Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,$26.99B,2015,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",$948.84M,n/a,Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,$45.99M,2016,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,$27.17M,2012,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",$1.08B,2005,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,$1.68B,n/a,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,$7.92M,n/a,Basic Industries,Miscellaneous
ATISW,Attis Industries Inc.,n/a,n/a,Basic Industries,Miscellaneous
ATTU,Attunity Ltd.,$513.03M,n/a,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",$18.01M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",$140.18M,n/a,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",$1.76B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,$459.87M,1999,Public Utilities,Telecommunications Equipment
AEYE,"AudioEye, Inc.",$78.37M,n/a,Technology,Computer Software: Prepackaged Software
AUPH,Aurinia Pharmaceuticals Inc,$571.77M,n/a,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding Ltd.,$12.56M,2014,Health Care,Major Pharmaceuticals
JG,Aurora Mobile Limited,$1.02B,2018,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",$37.73B,n/a,Technology,Computer Software: Prepackaged Software
