DPHCU,DiamondPeak Holdings Corp.,n/a,2019,Finance,Business Services
DRNA,"Dicerna Pharmaceuticals, Inc.",$989.84M,2014,Health Care,Major Pharmaceuticals
DFFN,Diffusion Pharmaceuticals Inc.,$11.59M,n/a,Health Care,Major Pharmaceuticals
DGII,Digi International Inc.,$345.66M,1989,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,$364.1M,n/a,Technology,EDP Services
DRAD,Digirad Corporation,$13.63M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",$47.8M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
APPS,"Digital Turbine, Inc.",$274.21M,n/a,Miscellaneous,Multi-Sector Companies
DCOM,"Dime Community Bancshares, Inc.",$711.46M,n/a,Finance,Savings Institutions
DIOD,Diodes Incorporated,$1.94B,n/a,Technology,Semiconductors
DISCA,"Discovery, Inc.",$15.75B,n/a,Consumer Services,Television Services
DISCB,"Discovery, Inc.",$18.16B,n/a,Consumer Services,Television Services
DISCK,"Discovery, Inc.",$14.69B,n/a,Consumer Services,Television Services
DISH,DISH Network Corporation,$16.05B,1995,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,$24.41M,n/a,Health Care,Hospital/Nursing Management
SAUC,"Diversified Restaurant Holdings, Inc.",$25.98M,n/a,Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,$71.86M,n/a,Technology,Professional Services
BOOM,DMC Global Inc.,$974.25M,n/a,Capital Goods,Industrial Specialties
DNBF,DNB Financial Corp,$170.5M,n/a,Finance,Major Banks
DOCU,"DocuSign, Inc.",$9.39B,2018,Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation,$97.54M,2017,Consumer Durables,Miscellaneous manufacturing industries
DLTR,"Dollar Tree, Inc.",$24.88B,1995,Consumer Services,Department/Specialty Retail Stores
DLPN,"Dolphin Entertainment, Inc.",$21.61M,n/a,Consumer Services,Other Consumer Services
DLPNW,"Dolphin Entertainment, Inc.",n/a,n/a,Consumer Services,Other Consumer Services
DOMO,"Domo, Inc.",$1.01B,2018,Technology,Computer Software: Prepackaged Software
DGICA,"Donegal Group, Inc.",$366.42M,n/a,Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",$336.86M,1986,Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",$672.79M,n/a,Energy,Oil & Gas Production
DORM,"Dorman Products, Inc.",$3.08B,n/a,Capital Goods,Auto Parts:O.E.M.
DOVA,"Dova Pharmaceuticals, Inc.",$246.7M,2017,Health Care,Major Pharmaceuticals
LYL,Dragon Victory International Limited,$16.68M,2017,Finance,Finance/Investors Services
DBX,"Dropbox, Inc.",$9.52B,2018,Technology,Computer Software: Prepackaged Software
DCAR,"DropCar, Inc.",$8.88M,n/a,Consumer Services,Telecommunications Equipment
DRYS,DryShips Inc.,$386.65M,2005,Transportation,Marine Transportation
DSPG,"DSP Group, Inc.",$334.18M,1994,Technology,Semiconductors
DLTH,Duluth Holdings Inc.,$546.02M,2015,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",$6.28B,2011,Consumer Services,Restaurants
DRRX,DURECT Corporation,$107.32M,2000,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",$776.23M,n/a,Capital Goods,Industrial Machinery/Components
DYSL,Dynasil Corporation of America,$19.56M,n/a,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,$16.53M,n/a,Health Care,Medical/Dental Instruments
DVAX,Dynavax Technologies Corporation,$444.78M,2004,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,$12.08B,n/a,Finance,Savings Institutions
SSP,E.W. Scripps Company (The),$1.85B,n/a,Consumer Services,Broadcasting
EBMT,"Eagle Bancorp Montana, Inc.",$110.41M,n/a,Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",$1.89B,n/a,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,$377.64M,n/a,Transportation,Marine Transportation
EFBI,"Eagle Financial Bancorp, Inc.",$25.73M,2017,Finance,Savings Institutions
EGRX,"Eagle Pharmaceuticals, Inc.",$649.99M,2014,Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",$7.57B,n/a,Finance,Major Banks
EML,Eastern Company (The),$170.62M,n/a,Capital Goods,Industrial Machinery/Components
EAST,"Eastside Distilling, Inc.",$54.61M,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
EVGBC,Eaton Vance NextShares Trust,$62.49M,n/a,n/a,n/a
EVSTC,Eaton Vance NextShares Trust,$44.99M,n/a,n/a,n/a
EVFTC,Eaton Vance NextShares Trust II,$52.52M,n/a,n/a,n/a
EVLMC,Eaton Vance NextShares Trust II,$35.01M,n/a,n/a,n/a
OKDCC,Eaton Vance NextShares Trust II,$512.3M,n/a,n/a,n/a
EBAY,eBay Inc.,$33.09B,1998,Miscellaneous,Business Services
EBAYL,eBay Inc.,n/a,n/a,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",$1.54B,n/a,Technology,EDP Services
ECHO,"Echo Global Logistics, Inc.",$699.07M,2009,Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,$3.77B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",$45.5M,1987,Consumer Services,Military/Government/Technical
EDAP,EDAP TMS S.A.,$151.08M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDNT,"Edison Nation, Inc.",$25.49M,2018,Consumer Non-Durables,Recreational Products/Toys
EDIT,"Editas Medicine, Inc.",$1.28B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDTX,EdtechX Holdings Acquisition Corp.,$78.98M,2018,Finance,Business Services
EDTXU,EdtechX Holdings Acquisition Corp.,$80.33M,2018,Finance,Business Services
EDTXW,EdtechX Holdings Acquisition Corp.,n/a,2018,Finance,Business Services
EDUC,Educational Development Corporation,$70.5M,n/a,Consumer Durables,Consumer Specialties
EGAN,eGain Corporation,$290.74M,1999,Technology,Computer Software: Prepackaged Software
EHTH,"eHealth, Inc.",$1.49B,2006,Finance,Specialty Insurers
EIDX,"Eidos Therapeutics, Inc.",$865.4M,2018,Health Care,Major Pharmaceuticals
EIGR,"Eiger BioPharmaceuticals, Inc.",$273.88M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",$161.93M,n/a,Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",$494.44M,2014,Consumer Services,Restaurants
ESLT,Elbit Systems Ltd.,$6.13B,n/a,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",$3.84B,n/a,Consumer Services,Hotels/Resorts
SOLO,Electrameccanica Vehicles Corp. Ltd.,$125.51M,n/a,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd.,n/a,n/a,Capital Goods,Auto Manufacturing
ECOR,"electroCore, Inc.",$168.44M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,$30.51B,n/a,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",$1.25B,1992,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",$11.99M,n/a,Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),$58.66M,n/a,Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",$373.47M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,$3.18M,1997,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,$689.69M,1982,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,$82.31M,n/a,Finance,Major Banks
EMKR,EMCORE Corporation,$115.11M,1997,Technology,Semiconductors
EMMS,Emmis Communications Corporation,$49.74M,1994,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",$363.85M,n/a,Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",$1.79B,2013,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,$906.77M,n/a,Finance,Finance Companies
WIRE,Encore Wire Corporation,$1.26B,1992,Capital Goods,Metal Fabrications
ENDP,Endo International plc,$1.68B,n/a,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",$115.81M,n/a,Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,$11.28M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",$981.99M,2013,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,$171.56M,2014,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",$8.98M,n/a,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",$505.36M,2008,Technology,Industrial Machinery/Components
ENG,ENGlobal Corporation,$17.82M,n/a,Consumer Services,Military/Government/Technical
ENLV,Enlivex Therapeutics Ltd.,$98M,2014,Health Care,Major Pharmaceuticals
ENOB,"Enochian Biosciences, Inc.",$265.71M,n/a,Health Care,Major Pharmaceuticals
ENPH,"Enphase Energy, Inc.",$1.1B,2012,Technology,Semiconductors
ESGR,Enstar Group Limited,$3.78B,n/a,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited,"$113,515.16 ",n/a,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited,"$415,840 ",n/a,Finance,Property-Casualty Insurers
ETTX,Entasis Therapeutics Holdings Inc.,$85.06M,2018,Health Care,Major Pharmaceuticals
ENFC,Entegra Financial Corp.,$165.67M,2014,Finance,Banks
ENTG,"Entegris, Inc.",$5.45B,2000,Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,$48.47M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Enterprise Bancorp Inc,$353.78M,n/a,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,$1.18B,n/a,Finance,Major Banks
EPZM,"Epizyme, Inc.",$1.03B,2013,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,$1.26B,1996,Technology,Retail: Computer Software & Peripheral Equipment
EPSN,Epsilon Energy Ltd.,$123.23M,n/a,Energy,Oil & Gas Production
EQ,"Equillium, Inc.",$114.86M,2018,Health Care,Major Pharmaceuticals
EQIX,"Equinix, Inc.",$38.85B,2000,Consumer Services,Real Estate Investment Trusts
EQBK,"Equity Bancshares, Inc.",$471.26M,2015,Finance,Major Banks
ERIC,Ericsson,$32.55B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,$9.29B,n/a,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,$135.81M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",$168.01M,n/a,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",$1.11B,2013,Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",$170.62M,2017,Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",$180.84M,n/a,Finance,Banks
EPIX,ESSA Pharma Inc.,$15.25M,n/a,Health Care,Major Pharmaceuticals
ESTA,Establishment Labs Holdings Inc.,$448.76M,2018,Health Care,Industrial Specialties
ESTR,"Estre Ambiental, Inc.",$72.69M,n/a,Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",n/a,n/a,Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,$419.51M,n/a,n/a,n/a
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,$485.34M,n/a,n/a,n/a
VIDI,ETF Series Solutions Trust Vident International Equity Fund,n/a,n/a,n/a,n/a
ETON,"Eton Pharmaceuticals, Inc.",$137.32M,2018,Health Care,Major Pharmaceuticals
ETSY,"Etsy, Inc.",$7.82B,2015,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,$9.81M,1997,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,$17.81M,n/a,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",$7.51B,1997,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,$8.34M,n/a,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",$269.94M,2018,Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",$2.4B,2016,Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",$55.5M,n/a,Consumer Non-Durables,Apparel
EVER,"EverQuote, Inc.",$67.84M,2018,Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",$143.6M,2016,Technology,Semiconductors
EVLV,EVINE Live Inc.,$31.94M,n/a,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",$2.48B,2018,Miscellaneous,Business Services
EVFM,"Evofem Biosciences, Inc.",$115.44M,2014,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,$59.23M,n/a,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",$13.39M,2013,Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",$667.69M,2018,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",$14.11M,1998,Technology,EDP Services
EXAS,Exact Sciences Corporation,$11.93B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,$16.24M,n/a,n/a,n/a
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,$189.06M,n/a,n/a,n/a
XELA,"Exela Technologies, Inc.",$570.54M,2015,Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",$6.96B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,$99.04M,n/a,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",$2.08B,2006,Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",$605.52M,n/a,Finance,Real Estate
EXPE,"Expedia Group, Inc.",$18.52B,n/a,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",$13.58B,n/a,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",$2.9B,n/a,Consumer Services,Professional Services
STAY,"Extended Stay America, Inc.",$3.5B,n/a,Consumer Services,Hotels/Resorts
XOG,"Extraction Oil & Gas, Inc.",$866.89M,2016,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",$901.38M,1999,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",$14.41M,n/a,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",n/a,n/a,Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",$78.36M,2018,Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",$169.76M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",$589.94M,1991,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",$9.93B,1999,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",$511.15B,2012,Technology,"Computer Software: Programming, Data Processing"
FLMN,Falcon Minerals Corporation,$795.88M,2017,Energy,Oil & Gas Production
FLMNW,Falcon Minerals Corporation,n/a,2017,Energy,Oil & Gas Production
DAVE,"Famous Dave&#39;s of America, Inc.",$53.32M,n/a,Consumer Services,Restaurants
FANH,Fanhua Inc.,$1.69B,n/a,Finance,Specialty Insurers
FARM,Farmer Brothers Company,$341.75M,n/a,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",$333.36M,n/a,Finance,Savings Institutions
FMNB,Farmers National Banc Corp.,$395.74M,n/a,Finance,Major Banks
FAMI,"FARMMI, INC.",$25.53M,2018,Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",$961.17M,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,$19.95B,1987,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,$60.73M,2017,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",$1.05B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",$80.66M,n/a,Finance,Major Banks
FLF,"Federal Life Group, Inc.",$40.6M,2018,Finance,Life Insurance
FNHC,FedNat Holding Company,$216.44M,n/a,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,$96.69M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,$404.15M,n/a,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",$72.17M,2017,Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,$17.37M,n/a,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",$4.11B,2014,Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",$226.43M,n/a,Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,$2.04B,n/a,n/a,n/a
LION,Fidelity Southern Corporation,$795.04M,n/a,Finance,Major Banks
FDUS,Fidus Investment Corporation,$378.2M,2011,n/a,n/a
FDUSL,Fidus Investment Corporation,n/a,n/a,n/a,n/a
FDUSZ,Fidus Investment Corporation,n/a,n/a,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",$344.21M,n/a,Consumer Services,Restaurants
FITB,Fifth Third Bancorp,$21.33B,n/a,Finance,Major Banks
FITBI,Fifth Third Bancorp,$490.5M,n/a,Finance,Major Banks
FISI,"Financial Institutions, Inc.",$451.58M,1999,Finance,Major Banks
FNSR,Finisar Corporation,$2.87B,1999,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",$85.82M,n/a,Miscellaneous,Multi-Sector Companies
FTAC,FinTech Acquisition Corp. III,$432.25M,2019,Finance,Business Services
FTACU,FinTech Acquisition Corp. III,n/a,2018,Finance,Business Services
FTACW,FinTech Acquisition Corp. III,n/a,2019,Finance,Business Services
FEYE,"FireEye, Inc.",$3.27B,2013,Technology,Computer peripheral equipment
FBNC,First Bancorp,$1.09B,1987,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",$285.59M,n/a,Finance,Major Banks
FRBA,First Bank,$213.45M,2013,n/a,n/a
BUSE,First Busey Corporation,$1.44B,n/a,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",$186.11M,n/a,Finance,Major Banks
FCAP,"First Capital, Inc.",$178.25M,n/a,Finance,Savings Institutions
FCBP,First Choice Bancorp,$247.49M,n/a,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",$5.04B,n/a,Finance,Major Banks
FCBC,"First Community Bankshares, Inc.",$537.96M,n/a,Finance,Major Banks
FCCO,First Community Corporation,$144.07M,n/a,Finance,Major Banks
FDEF,First Defiance Financial Corp.,$585.26M,n/a,Finance,Savings Institutions
FFBC,First Financial Bancorp.,$2.45B,n/a,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",$4.14B,n/a,Finance,Major Banks
THFF,First Financial Corporation Indiana,$523.82M,n/a,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",$173.3M,n/a,Finance,Major Banks
FFWM,First Foundation Inc.,$627.03M,n/a,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",$201.68M,n/a,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",$3.63B,2016,Finance,Major Banks
INBK,First Internet Bancorp,$214.13M,n/a,Finance,Major Banks
INBKL,First Internet Bancorp,n/a,n/a,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",$2.73B,2010,Finance,Major Banks
FRME,First Merchants Corporation,$1.96B,n/a,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",$563.16M,n/a,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",$2.33B,n/a,Finance,Major Banks
FNWB,First Northwest Bancorp,$176.66M,2015,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",$124.66M,n/a,Finance,Savings Institutions
FSLR,"First Solar, Inc.",$6.34B,2006,Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,$28.4M,n/a,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,$38.9M,n/a,n/a,n/a
BICK,First Trust BICK Index Fund,$155.4M,n/a,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,$135.36M,n/a,n/a,n/a
FTHI,First Trust BuyWrite Income ETF,$63.06M,n/a,n/a,n/a
FCAL,First Trust California Municipal High income ETF,$23.05M,n/a,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,$9.48M,n/a,n/a,n/a
FTCS,First Trust Capital Strength ETF,$2.12B,n/a,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,$37M,n/a,n/a,n/a
FCA,First Trust China AlphaDEX Fund,$11.57M,n/a,n/a,n/a
SKYY,First Trust Cloud Computing ETF,$2.21B,n/a,n/a,n/a
RNDM,First Trust Developed International Equity Select ETF,$25.1M,n/a,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,$1.05B,n/a,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,$9.58M,n/a,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,$538.33M,n/a,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,$2.52B,n/a,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,$578.85M,n/a,n/a,n/a
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,$30.61M,n/a,n/a,n/a
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,$26.73M,n/a,n/a,n/a
DVLU,First Trust Dorsey Wright Momentum & Value ETF,$18.36M,n/a,n/a,n/a
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,$46.01M,n/a,n/a,n/a
DALI,First Trust DorseyWright DALI 1 ETF,$64.68M,n/a,n/a,n/a
FDNI,First Trust Dow Jones International Internet ETF,$3.49M,n/a,n/a,n/a
FEM,First Trust Emerging Markets AlphaDEX Fund,$704.13M,n/a,n/a,n/a
RNEM,First Trust Emerging Markets Equity Select ETF,$12.96M,n/a,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,$91.99M,n/a,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,$159.9M,n/a,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,$4.26B,n/a,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,$643.79M,n/a,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,$53.13M,n/a,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,$161.49M,n/a,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,$172.92M,n/a,n/a,n/a
FTLB,First Trust Hedged BuyWrite Income ETF,$9.79M,n/a,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,$1.18B,n/a,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,$3.8M,n/a,n/a,n/a
NFTY,First Trust India Nifty 50 Equal Weight ETF,$3.78M,n/a,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,$4.53M,n/a,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,$8.79M,n/a,n/a,n/a
LEGR,First Trust Indxx Innovative Transaction & Process ETF,$42.35M,n/a,n/a,n/a
FPXI,First Trust International Equity Opportunities ETF,$21.29M,n/a,n/a,n/a
FPXE,First Trust IPOX Europe Equity Opportunities ETF,$1.94M,n/a,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,$155.45M,n/a,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,$1.43B,n/a,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,$986.42M,n/a,n/a,n/a
RNLC,First Trust Large Cap US Equity Select ETF,$18.18M,n/a,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,$1.2B,n/a,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,$18.71M,n/a,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,$2.58B,n/a,n/a,n/a
LDSF,First Trust Low Duration Strategic Focus ETF,$15.33M,n/a,n/a,n/a
FMB,First Trust Managed Municipal ETF,$639.98M,n/a,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,$26.5M,n/a,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,$919.02M,n/a,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,$242.1M,n/a,n/a,n/a
RNMC,First Trust Mid Cap US Equity Select ETF,$14.46M,n/a,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,$55.71M,n/a,n/a,n/a
FAD,First Trust Multi Cap Growth AlphaDEX Fund,$183.57M,n/a,n/a,n/a
FAB,First Trust Multi Cap Value AlphaDEX Fund,$89.57M,n/a,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,$640.48M,n/a,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,$9.25M,n/a,n/a,n/a
FMHI,First Trust Municipal High Income ETF,$46.19M,n/a,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,$207.53M,n/a,n/a,n/a
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,$38.11M,n/a,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,$167.25M,n/a,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,$103.45M,n/a,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,$27.37M,n/a,n/a,n/a
CIBR,First Trust NASDAQ Cybersecurity ETF,$840.71M,n/a,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,$2.02M,n/a,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,$21.05M,n/a,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,$12.51M,n/a,n/a,n/a
FTXH,First Trust Nasdaq Pharmaceuticals ETF,$5.26M,n/a,n/a,n/a
FTXD,First Trust Nasdaq Retail ETF,$9.13M,n/a,n/a,n/a
FTXL,First Trust Nasdaq Semiconductor ETF,$32.44M,n/a,n/a,n/a
FONE,First Trust NASDAQ Smartphone Index Fund,$15.08M,n/a,n/a,n/a
TDIV,First Trust NASDAQ Technology Dividend Index Fund,$986.74M,n/a,n/a,n/a
FTXR,First Trust Nasdaq Transportation ETF,$2.4M,n/a,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,$775.42M,n/a,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,$91.43M,n/a,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,$2.56B,n/a,n/a,n/a
AIRR,First Trust RBA American Industrial Renaissance ETF,$82.56M,n/a,n/a,n/a
RDVY,First Trust Rising Dividend Achievers ETF,$753.96M,n/a,n/a,n/a
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,$38.82M,n/a,n/a,n/a
